Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
34.0,No,Travel_Rarely,Research & Development,6.0,Master,Other,Low,Female,High,Officer,Research Scientist,High,Single,4809,12482,1,No,14,Excellent,High,0,16,3,Better,16,13,2,10
24.0,No,Non-Travel,Research & Development,9.0,Bachelor,Life Sciences,High,Male,Medium,Staff,Laboratory Technician,Medium,Divorced,2694,26551,1,No,11,Excellent,High,3,1,4,Better,1,0,0,0
37.0,No,Travel_Rarely,Research & Development,23.0,Master,Medical,Medium,Male,Low,Staff,Laboratory Technician,High,Married,2705,9696,0,No,16,Excellent,Medium,1,6,2,Best,5,4,0,3
45.0,No,Non-Travel,Sales,26.0,Bachelor,Marketing,Low,Male,Medium,Officer,Sales Executive,Low,Married,4385,24162,1,No,15,Excellent,Low,1,10,2,Better,10,7,4,5
37.0,No,Non-Travel,Research & Development,11.0,College,Medical,High,Male,Medium,Assistant Manager,Healthcare Representative,Low,Married,9884,8302,2,Yes,13,Excellent,High,1,10,3,Better,4,0,2,3
37.0,No,Travel_Rarely,Sales,1.0,Doctor,Marketing,High,Male,High,Assistant Manager,Sales Executive,Medium,Married,7295,11439,1,No,13,Excellent,Low,2,10,3,Better,10,8,0,6
41.0,No,Travel_Rarely,Sales,1.0,Bachelor,Marketing,Medium,Male,Very High,Assistant Manager,Sales Executive,Low,Married,8392,19566,1,No,16,Excellent,High,1,10,2,Better,10,7,0,7
33.0,No,Travel_Rarely,Research & Development,15.0,College,Medical,Medium,Female,High,Officer,Healthcare Representative,Very High,Married,4878,21653,0,Yes,13,Excellent,Low,1,10,6,Better,9,7,8,1
36.0,No,Travel_Frequently,Research & Development,18.0,Below College,Medical,Medium,Female,High,Staff,Laboratory Technician,Very High,Single,2153,7703,1,No,13,Excellent,Low,0,8,2,Better,8,1,1,7
23.0,No,Travel_Rarely,Research & Development,12.0,College,Other,Very High,Male,High,Staff,Laboratory Technician,Very High,Single,2647,13672,1,No,13,Excellent,High,0,5,6,Best,5,2,1,4
29.0,No,Travel_Rarely,Research & Development,8.0,Below College,Medical,Medium,Male,High,Staff,Laboratory Technician,Low,Single,4723,16213,1,Yes,18,Excellent,Very High,0,10,3,Better,10,9,1,5
38.0,No,Travel_Frequently,Research & Development,23.0,Bachelor,Life Sciences,Very High,Male,Medium,Assistant Manager,Manufacturing Director,High,Single,9526,8787,0,No,21,Outstanding,Medium,0,10,2,Better,9,7,1,8
31.0,No,Travel_Rarely,Research & Development,8.0,Doctor,Life Sciences,Low,Female,High,Manager,Research Director,Medium,Single,16422,8847,3,No,11,Excellent,High,0,9,3,Best,3,2,1,0
43.0,No,Travel_Frequently,Sales,2.0,Master,Life Sciences,Low,Male,High,Officer,Sales Executive,Very High,Married,5675,19246,1,No,20,Outstanding,High,1,7,5,Better,7,7,7,7
24.0,Yes,Travel_Frequently,Research & Development,9.0,Bachelor,Medical,Medium,Male,High,Staff,Laboratory Technician,Low,Single,3172,16998,2,Yes,11,Excellent,High,0,4,2,Good,0,0,0,0
45.0,No,Travel_Rarely,Sales,2.0,Bachelor,Other,Very High,Male,High,Officer,Sales Executive,Medium,Married,4805,16177,0,No,19,Excellent,Medium,1,9,3,Best,8,7,3,7
42.0,No,Travel_Rarely,Research & Development,17.0,College,Life Sciences,Very High,Female,Very High,Officer,Research Scientist,Low,Single,6545,23016,3,Yes,13,Excellent,High,0,10,1,Better,3,2,0,2
31.0,No,Travel_Rarely,Research & Development,24.0,Bachelor,Medical,High,Female,Medium,Officer,Healthcare Representative,Low,Single,6812,17198,1,No,19,Excellent,Medium,0,10,2,Better,10,9,1,8
37.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Life Sciences,High,Male,High,Staff,Research Scientist,Very High,Married,2044,5531,1,No,11,Excellent,High,1,5,6,Best,5,3,0,3
32.0,No,Travel_Frequently,Research & Development,13.0,Bachelor,Other,High,Female,Medium,Staff,Laboratory Technician,Medium,Married,2743,7331,1,No,20,Outstanding,High,1,2,2,Better,2,2,2,2
37.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Medical,High,Male,High,Staff,Laboratory Technician,Low,Single,2867,20006,0,No,13,Excellent,Very High,0,8,6,Good,7,7,7,6
30.0,No,Travel_Frequently,Research & Development,8.0,Master,Life Sciences,Medium,Male,Medium,Staff,Research Scientist,Very High,Divorced,3761,2373,9,No,12,Excellent,Medium,1,10,3,Good,5,4,0,3
23.0,No,Travel_Rarely,Research & Development,26.0,Below College,Life Sciences,High,Male,High,Staff,Research Scientist,Very High,Divorced,2904,16092,1,No,12,Excellent,High,2,4,2,Good,4,2,0,2
38.0,No,Travel_Rarely,Research & Development,18.0,Bachelor,Medical,Medium,Male,Low,Officer,Healthcare Representative,Very High,Married,5811,24539,3,Yes,16,Excellent,High,1,15,2,Better,1,0,1,0
32.0,No,Travel_Rarely,Research & Development,2.0,Below College,Technical Degree,Very High,Male,Medium,Officer,Laboratory Technician,Low,Single,2176,19737,4,No,13,Excellent,Very High,0,9,5,Better,6,2,0,4
40.0,No,Travel_Frequently,Research & Development,26.0,Bachelor,Medical,Medium,Female,High,Officer,Research Scientist,Medium,Divorced,5605,8504,1,No,11,Excellent,Low,1,20,2,Better,20,7,2,13
37.0,No,Travel_Rarely,Research & Development,1.0,Master,Life Sciences,Medium,Female,High,Officer,Manufacturing Director,Medium,Married,6447,15701,6,No,12,Excellent,Medium,1,8,2,Good,6,5,4,3
24.0,No,Non-Travel,Research & Development,4.0,Below College,Life Sciences,Low,Male,Medium,Staff,Laboratory Technician,Very High,Married,3162,10778,0,No,17,Excellent,Very High,0,6,2,Good,5,2,3,4
40.0,No,Travel_Rarely,Research & Development,2.0,Master,Life Sciences,High,Male,Medium,Staff,Research Scientist,High,Single,2809,2725,2,No,14,Excellent,Very High,0,8,2,Better,2,2,2,2
36.0,No,Non-Travel,Research & Development,9.0,Master,Life Sciences,Low,Male,Very High,Staff,Laboratory Technician,Medium,Married,2810,9238,1,No,22,Outstanding,Medium,0,5,3,Better,5,4,0,2
23.0,No,Travel_Rarely,Research & Development,9.0,Below College,Medical,Medium,Male,High,Staff,Laboratory Technician,Low,Married,2500,4344,1,No,14,Excellent,Very High,1,5,2,Best,4,3,0,2
44.0,Yes,Travel_Rarely,Research & Development,15.0,Bachelor,Medical,Low,Female,High,Assistant Manager,Healthcare Representative,Very High,Married,7978,14075,1,No,11,Excellent,Very High,1,10,2,Better,10,7,0,5
42.0,No,Travel_Rarely,Research & Development,2.0,Master,Life Sciences,High,Female,High,Officer,Healthcare Representative,Very High,Married,4089,5718,1,No,13,Excellent,Medium,2,10,4,Better,10,2,2,2
29.0,No,Travel_Rarely,Human Resources,6.0,Below College,Medical,Very High,Male,Medium,Staff,Human Resources,Medium,Married,2804,15434,1,No,11,Excellent,Very High,0,1,3,Better,1,0,0,0
40.0,Yes,Travel_Rarely,Research & Development,7.0,Bachelor,Life Sciences,Low,Male,High,Staff,Laboratory Technician,Low,Single,2166,3339,3,Yes,14,Excellent,Medium,0,10,3,Bad,4,2,0,3
30.0,No,Travel_Rarely,Research & Development,2.0,Below College,Medical,Medium,Male,Medium,Staff,Laboratory Technician,Very High,Single,2720,11162,0,No,13,Excellent,Very High,0,6,3,Better,5,3,1,2
30.0,No,Travel_Rarely,Sales,12.0,Bachelor,Technical Degree,Medium,Female,High,Officer,Sales Executive,High,Single,6577,19558,0,No,11,Excellent,Medium,0,6,6,Better,5,4,4,4
42.0,No,Non-Travel,Research & Development,2.0,Below College,Life Sciences,High,Male,High,Manager,Manager,High,Married,17861,26582,0,Yes,13,Excellent,Very High,0,21,3,Good,20,8,2,10
42.0,No,Travel_Rarely,Sales,12.0,Master,Marketing,Medium,Male,High,Officer,Sales Executive,Very High,Divorced,5087,2900,3,Yes,12,Excellent,High,2,14,4,Better,0,0,0,0
37.0,No,Travel_Rarely,Sales,8.0,Master,Medical,Low,Male,High,Officer,Sales Executive,Very High,Single,4908,24252,1,No,14,Excellent,Medium,0,4,3,Better,4,2,0,2
37.0,Yes,Travel_Rarely,Research & Development,24.0,Bachelor,Technical Degree,High,Male,Low,Staff,Laboratory Technician,Very High,Single,2340,23213,1,Yes,18,Excellent,Medium,0,1,3,Bad,1,0,0,0
40.0,No,Travel_Rarely,Research & Development,4.0,Below College,Medical,Very High,Female,High,Senior Manager,Manager,High,Married,19033,6499,1,No,14,Excellent,Medium,1,21,2,Better,20,8,9,9
49.0,No,Travel_Rarely,Research & Development,25.0,Master,Life Sciences,High,Female,High,Staff,Laboratory Technician,Low,Married,3211,22102,1,No,14,Excellent,Very High,1,10,3,Good,9,6,1,4
37.0,No,Travel_Rarely,Research & Development,17.0,Master,Medical,Very High,Male,Low,Staff,Laboratory Technician,High,Married,2305,6217,1,No,15,Excellent,High,3,3,3,Best,3,2,0,2
55.0,Yes,Travel_Rarely,Sales,2.0,Below College,Medical,High,Male,High,Officer,Sales Executive,Very High,Single,5160,21519,4,No,16,Excellent,High,0,12,3,Good,9,7,7,3
30.0,No,Travel_Rarely,Research & Development,18.0,Bachelor,Life Sciences,Low,Female,High,Staff,Research Scientist,High,Single,2632,23910,1,No,14,Excellent,High,0,5,4,Good,5,4,0,4
50.0,No,Non-Travel,Sales,1.0,Bachelor,Life Sciences,Very High,Female,High,Officer,Sales Executive,High,Married,6347,24920,0,No,12,Excellent,Low,1,19,3,Better,18,7,0,13
37.0,Yes,Travel_Frequently,Sales,18.0,Master,Marketing,Very High,Female,High,Officer,Sales Executive,High,Married,4614,23288,0,Yes,18,Excellent,High,1,5,0,Good,4,2,3,2
42.0,No,Non-Travel,Research & Development,21.0,College,Medical,High,Female,High,Officer,Manufacturing Director,High,Divorced,5265,16439,2,No,16,Excellent,Medium,1,11,5,Better,5,3,0,2
33.0,No,Travel_Rarely,Research & Development,9.0,Bachelor,Medical,Low,Male,High,Staff,Research Scientist,Very High,Married,2781,6311,0,No,13,Excellent,Medium,1,15,5,Better,14,10,4,10
50.0,No,Travel_Rarely,Research & Development,4.0,Below College,Life Sciences,Low,Male,High,Senior Manager,Research Director,Medium,Divorced,19144,15815,3,No,14,Excellent,Low,2,28,4,Good,10,4,1,6
37.0,Yes,Travel_Rarely,Sales,4.0,Master,Marketing,Very High,Male,Medium,Officer,Sales Executive,Very High,Single,5828,8450,1,Yes,12,Excellent,Medium,0,8,0,Better,8,7,7,4
29.0,Yes,Travel_Rarely,Research & Development,1.0,Master,Medical,Low,Male,High,Staff,Research Scientist,Very High,Married,4787,26124,9,Yes,14,Excellent,Medium,3,4,3,Best,2,2,2,2
39.0,No,Travel_Frequently,Research & Development,1.0,Below College,Life Sciences,Medium,Male,High,Senior Manager,Manager,High,Divorced,19197,8213,1,Yes,14,Excellent,High,1,21,3,Better,21,8,1,6
56.0,Yes,Travel_Rarely,Research & Development,14.0,Master,Life Sciences,Medium,Female,High,Staff,Research Scientist,Medium,Married,4963,4510,9,Yes,18,Excellent,Low,3,7,2,Better,5,4,4,3
55.0,No,Travel_Rarely,Research & Development,22.0,Bachelor,Technical Degree,Low,Male,Medium,Staff,Research Scientist,Medium,Divorced,3537,23737,5,No,12,Excellent,Very High,1,8,1,Better,4,2,1,2
34.0,No,Travel_Frequently,Research & Development,10.0,Master,Medical,Very High,Male,High,Staff,Research Scientist,High,Divorced,3815,5972,1,Yes,17,Excellent,Very High,1,5,4,Best,5,3,2,0
37.0,No,Travel_Rarely,Human Resources,8.0,Master,Technical Degree,High,Male,High,Staff,Human Resources,High,Single,4323,7108,1,No,17,Excellent,Medium,0,6,2,Bad,5,4,1,4
33.0,No,Travel_Rarely,Research & Development,8.0,Master,Life Sciences,High,Female,Medium,Staff,Research Scientist,Very High,Married,2911,14776,1,No,13,Excellent,High,1,2,2,Good,2,2,0,2
31.0,Yes,Travel_Frequently,Sales,26.0,Master,Marketing,Low,Male,High,Officer,Sales Executive,Very High,Married,5617,21075,1,Yes,11,Excellent,High,0,10,4,Better,10,7,0,8
37.0,No,Non-Travel,Research & Development,16.0,Bachelor,Medical,High,Male,High,Staff,Research Scientist,High,Single,2144,2122,1,No,14,Excellent,High,0,5,3,Good,5,3,1,4
18.0,Yes,Travel_Frequently,Sales,8.0,College,Medical,Medium,Female,High,Staff,Sales Representative,Very High,Single,1569,18420,1,Yes,12,Excellent,High,0,0,2,Best,0,0,0,0
36.0,No,Travel_Rarely,Sales,2.0,College,Medical,Medium,Male,Medium,Assistant Manager,Sales Executive,High,Married,7596,3809,1,No,13,Excellent,Medium,2,10,2,Better,10,9,9,0
30.0,No,Travel_Rarely,Research & Development,10.0,Bachelor,Medical,Low,Female,High,Assistant Manager,Manufacturing Director,High,Single,9667,2739,9,No,14,Excellent,Medium,0,9,3,Better,7,7,0,2
45.0,No,Travel_Rarely,Research & Development,7.0,Bachelor,Medical,Low,Female,High,Staff,Research Scientist,High,Married,4477,20100,4,Yes,19,Excellent,High,1,7,2,Good,3,2,0,2
54.0,No,Travel_Rarely,Sales,8.0,Bachelor,Marketing,Very High,Female,High,Officer,Sales Executive,Low,Married,5940,17011,2,No,14,Excellent,Very High,1,16,4,Better,6,2,0,5
32.0,No,Travel_Frequently,Sales,8.0,College,Life Sciences,Medium,Male,High,Officer,Sales Executive,Medium,Married,6524,8891,1,No,14,Excellent,Very High,1,10,3,Better,10,8,5,3
49.0,No,Travel_Frequently,Research & Development,8.0,Below College,Life Sciences,High,Male,Medium,Officer,Research Scientist,Medium,Married,5130,24907,1,No,23,Outstanding,Very High,1,10,3,Better,10,7,1,7
54.0,No,Non-Travel,Human Resources,26.0,Bachelor,Human Resources,Very High,Female,Very High,Manager,Manager,Very High,Single,17328,13871,2,Yes,12,Excellent,High,0,23,3,Better,5,3,4,4
37.0,No,Travel_Rarely,Sales,18.0,Bachelor,Medical,High,Female,High,Officer,Sales Executive,High,Married,4601,6179,1,No,16,Excellent,Medium,0,5,3,Better,5,2,1,0
31.0,No,Travel_Rarely,Research & Development,2.0,Below College,Medical,Very High,Female,Low,Staff,Laboratory Technician,Very High,Divorced,1129,17536,1,Yes,11,Excellent,High,3,1,4,Better,1,0,0,0
41.0,No,Non-Travel,Sales,10.0,College,Medical,High,Male,Low,Officer,Sales Executive,Medium,Single,6151,22074,1,No,13,Excellent,Low,0,19,4,Better,19,2,11,9
37.0,Yes,Travel_Rarely,Research & Development,10.0,Master,Medical,Very High,Male,High,Officer,Manufacturing Director,Low,Single,4213,4992,1,No,15,Excellent,Medium,0,10,4,Bad,10,3,0,8
32.0,Yes,Travel_Rarely,Sales,2.0,Master,Marketing,High,Male,Medium,Officer,Sales Executive,Medium,Single,9907,26186,7,Yes,12,Excellent,High,0,7,3,Good,2,2,2,2
42.0,No,Travel_Frequently,Research & Development,8.0,College,Other,Medium,Male,High,Staff,Laboratory Technician,High,Married,2093,9260,4,No,17,Excellent,Very High,1,8,4,Better,2,2,2,0
37.0,Yes,Travel_Rarely,Research & Development,24.0,Bachelor,Medical,High,Male,High,Staff,Laboratory Technician,Medium,Married,2408,7324,1,Yes,17,Excellent,High,3,1,3,Better,1,1,0,0
38.0,No,Travel_Frequently,Research & Development,2.0,College,Medical,High,Female,Medium,Staff,Laboratory Technician,Medium,Married,2468,15963,4,No,14,Excellent,Medium,1,9,4,Good,6,1,0,5
21.0,Yes,Travel_Rarely,Research & Development,18.0,Below College,Other,Very High,Female,High,Staff,Research Scientist,Very High,Single,2693,8870,1,No,19,Excellent,Low,0,1,3,Good,1,0,0,0
37.0,No,Travel_Rarely,Research & Development,16.0,College,Other,Very High,Female,Medium,Officer,Manufacturing Director,Medium,Married,4788,25388,0,Yes,11,Excellent,Very High,0,4,2,Better,3,2,0,2
31.0,Yes,Travel_Rarely,Sales,16.0,Master,Marketing,Low,Male,High,Assistant Manager,Sales Executive,High,Married,8161,19002,2,No,13,Excellent,Low,3,10,2,Better,1,0,0,0
40.0,No,Travel_Rarely,Research & Development,12.0,Bachelor,Life Sciences,Medium,Female,High,Officer,Healthcare Representative,Low,Divorced,4448,10748,2,No,12,Excellent,Medium,1,15,3,Better,7,4,7,7
52.0,Yes,Travel_Rarely,Research & Development,8.0,Master,Medical,High,Male,Medium,Officer,Research Scientist,Medium,Married,4941,17747,2,No,15,Excellent,Low,0,11,3,Good,8,2,7,7
37.0,No,Travel_Frequently,Sales,21.0,College,Medical,High,Female,High,Staff,Sales Representative,Very High,Married,2973,21222,5,No,15,Excellent,Medium,1,10,3,Better,5,4,0,0
31.0,Yes,Non-Travel,Research & Development,9.0,College,Medical,High,Male,Medium,Staff,Research Scientist,Low,Single,2321,10322,0,Yes,22,Outstanding,Low,0,4,0,Better,3,2,1,2
33.0,No,Travel_Rarely,Research & Development,8.0,Master,Life Sciences,Very High,Male,Very High,Staff,Research Scientist,Low,Married,3143,6076,6,No,19,Excellent,Medium,1,14,1,Better,10,8,7,6
18.0,No,Non-Travel,Research & Development,1.0,Bachelor,Life Sciences,Very High,Female,High,Staff,Laboratory Technician,Very High,Single,1611,19305,1,No,15,Excellent,High,0,0,5,Best,0,0,0,0
52.0,No,Travel_Frequently,Research & Development,25.0,Master,Medical,High,Female,Medium,Manager,Manufacturing Director,Very High,Married,13826,19028,3,No,22,Outstanding,High,0,31,3,Better,9,8,0,0
42.0,No,Travel_Frequently,Research & Development,2.0,Below College,Medical,Medium,Male,High,Staff,Research Scientist,Very High,Single,2515,9068,5,Yes,14,Excellent,Very High,0,8,2,Better,2,1,2,2
27.0,No,Travel_Rarely,Research & Development,8.0,Bachelor,Medical,High,Female,High,Staff,Research Scientist,Very High,Single,3445,6152,1,No,11,Excellent,High,0,6,5,Good,6,2,1,4
37.0,No,Travel_Rarely,Research & Development,10.0,Bachelor,Life Sciences,High,Female,Very High,Assistant Manager,Research Director,Very High,Married,13744,15471,1,Yes,25,Outstanding,Low,1,16,2,Better,16,11,6,8
49.0,No,Travel_Rarely,Sales,11.0,Master,Marketing,Very High,Female,High,Officer,Sales Executive,Very High,Single,4507,8191,3,No,12,Excellent,High,0,8,1,Best,5,1,0,4
41.0,No,Travel_Rarely,Sales,8.0,Bachelor,Marketing,High,Female,High,Officer,Sales Executive,Medium,Married,4393,26841,5,No,21,Outstanding,High,1,14,3,Better,5,4,1,4
37.0,No,Travel_Rarely,Sales,10.0,Master,Life Sciences,Very High,Female,Medium,Officer,Sales Executive,Very High,Divorced,6694,24223,2,Yes,14,Excellent,High,3,8,5,Better,1,0,0,0
29.0,Yes,Travel_Rarely,Sales,1.0,Bachelor,Medical,Medium,Female,Medium,Staff,Sales Representative,High,Divorced,2800,23522,6,Yes,19,Excellent,High,3,5,3,Better,3,2,0,2
31.0,Yes,Travel_Frequently,Sales,1.0,Master,Life Sciences,Medium,Female,Low,Staff,Sales Representative,High,Single,1359,16154,1,No,12,Excellent,Medium,0,1,3,Better,1,0,0,0
53.0,No,Travel_Rarely,Research & Development,6.0,Bachelor,Life Sciences,Very High,Male,High,Officer,Laboratory Technician,Very High,Single,2450,10919,2,No,17,Excellent,Very High,0,19,4,Better,2,2,2,2
38.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Technical Degree,Very High,Female,High,Assistant Manager,Research Director,Low,Married,13582,16292,1,No,13,Excellent,Medium,1,15,3,Better,15,12,5,11
37.0,No,Travel_Rarely,Research & Development,10.0,Below College,Life Sciences,Very High,Female,High,Staff,Research Scientist,Low,Divorced,2782,19905,0,Yes,13,Excellent,Medium,2,6,3,Good,5,3,4,3
30.0,No,Travel_Rarely,Sales,29.0,Master,Technical Degree,High,Male,High,Assistant Manager,Sales Executive,Medium,Married,9250,17799,3,No,12,Excellent,Medium,1,9,3,Better,4,2,1,3
41.0,No,Travel_Rarely,Research & Development,9.0,Master,Life Sciences,High,Male,High,Staff,Laboratory Technician,Low,Divorced,2289,20520,1,No,20,Outstanding,Medium,2,5,2,Better,5,3,0,4
36.0,No,Travel_Rarely,Research & Development,8.0,College,Life Sciences,Very High,Male,Very High,Officer,Healthcare Representative,Low,Divorced,6842,26308,6,No,20,Outstanding,Low,1,13,3,Better,5,4,0,4
34.0,No,Travel_Rarely,Research & Development,9.0,Bachelor,Medical,Very High,Female,Medium,Assistant Manager,Healthcare Representative,Medium,Single,8621,17654,1,No,14,Excellent,Medium,0,9,3,Best,8,7,7,7
37.0,No,Travel_Rarely,Sales,7.0,Below College,Life Sciences,Very High,Male,High,Staff,Sales Representative,High,Married,2404,16192,1,No,13,Excellent,Low,1,1,3,Better,1,0,0,0
37.0,Yes,Travel_Rarely,Research & Development,1.0,College,Life Sciences,Low,Female,Low,Staff,Research Scientist,Medium,Single,2216,3872,7,Yes,13,Excellent,Very High,0,10,4,Better,7,7,3,7
47.0,No,Travel_Rarely,Sales,2.0,Master,Life Sciences,Medium,Female,Very High,Manager,Manager,Medium,Divorced,15972,21086,6,No,14,Excellent,High,3,29,2,Better,3,2,1,2
37.0,Yes,Non-Travel,Sales,29.0,College,Medical,Medium,Male,Low,Officer,Sales Executive,Low,Single,4969,21813,8,No,18,Excellent,Very High,0,7,6,Better,2,2,2,2
34.0,No,Travel_Rarely,Sales,8.0,Below College,Medical,Very High,Female,Medium,Officer,Sales Executive,Very High,Married,8103,16495,3,Yes,12,Excellent,High,0,9,3,Good,4,2,0,1
31.0,No,Travel_Rarely,Sales,6.0,Master,Medical,Low,Male,Very High,Officer,Sales Executive,Very High,Divorced,5460,6219,4,No,22,Outstanding,Very High,2,13,4,Best,7,7,5,7
54.0,No,Travel_Rarely,Research & Development,2.0,Master,Technical Degree,Low,Female,High,Assistant Manager,Research Director,High,Married,13549,24001,9,No,12,Excellent,Low,1,16,5,Bad,4,3,0,3
47.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Technical Degree,Low,Male,High,Staff,Research Scientist,Very High,Married,3420,10205,7,No,12,Excellent,High,1,17,2,Good,6,5,1,2
37.0,No,Travel_Rarely,Sales,26.0,Below College,Medical,High,Female,High,Officer,Sales Executive,Very High,Single,6180,22807,1,No,23,Outstanding,Medium,0,6,5,Good,6,5,1,4
55.0,No,Travel_Rarely,Research & Development,2.0,Bachelor,Medical,High,Male,Medium,Senior Manager,Research Director,Low,Married,19038,19805,8,No,12,Excellent,Medium,3,34,2,Better,1,0,0,0
50.0,No,Travel_Rarely,Research & Development,9.0,Bachelor,Life Sciences,Low,Male,High,Staff,Laboratory Technician,Very High,Married,2380,20165,4,No,18,Excellent,Medium,0,8,5,Better,1,0,0,0
33.0,No,Travel_Rarely,Human Resources,2.0,Bachelor,Human Resources,Medium,Male,High,Staff,Human Resources,High,Married,3600,8429,1,No,13,Excellent,Very High,1,5,2,Better,5,4,1,4
44.0,No,Travel_Rarely,Research & Development,2.0,Below College,Life Sciences,Low,Female,Very High,Staff,Research Scientist,Very High,Married,2011,19982,1,No,13,Excellent,Very High,1,10,5,Better,10,5,7,7
48.0,No,Travel_Rarely,Sales,7.0,Bachelor,Marketing,High,Male,High,Officer,Sales Executive,Low,Divorced,5486,24795,4,No,11,Excellent,Low,3,15,3,Better,2,2,2,2
22.0,No,Travel_Rarely,Research & Development,8.0,Bachelor,Life Sciences,Very High,Male,Very High,Staff,Research Scientist,Medium,Divorced,2328,12392,1,Yes,16,Excellent,Low,1,4,2,Good,4,2,2,2
54.0,No,Travel_Rarely,Research & Development,8.0,College,Medical,Low,Male,High,Senior Manager,Research Director,Low,Married,19406,8509,4,No,11,Excellent,High,1,24,4,Good,4,2,1,2
34.0,No,Travel_Frequently,Research & Development,8.0,Below College,Life Sciences,Low,Male,High,Officer,Healthcare Representative,Very High,Single,7756,22266,0,No,17,Excellent,High,0,7,1,Good,6,2,0,4
37.0,No,Travel_Rarely,Sales,17.0,Master,Life Sciences,High,Male,High,Officer,Sales Executive,Low,Married,8966,21026,3,Yes,15,Excellent,Very High,3,15,2,Better,7,7,1,7
37.0,No,Travel_Rarely,Sales,4.0,College,Life Sciences,Medium,Female,Medium,Officer,Sales Executive,Very High,Single,4487,12090,1,Yes,11,Excellent,Medium,0,5,3,Better,5,4,1,3
50.0,No,Travel_Rarely,Research & Development,2.0,Master,Medical,Medium,Male,High,Senior Manager,Research Director,High,Married,19237,12853,2,Yes,11,Excellent,Very High,1,29,2,Good,8,1,7,7
37.0,No,Travel_Rarely,Research & Development,1.0,College,Life Sciences,Medium,Female,Medium,Staff,Research Scientist,High,Married,2933,14908,1,Yes,13,Excellent,High,1,1,3,Good,1,0,1,0
32.0,No,Travel_Rarely,Sales,19.0,Bachelor,Life Sciences,Very High,Male,Low,Assistant Manager,Sales Executive,High,Married,9610,3840,3,No,13,Excellent,High,1,10,2,Bad,4,3,0,2
41.0,No,Travel_Rarely,Research & Development,8.0,Doctor,Medical,Medium,Male,Very High,Staff,Research Scientist,High,Married,2127,5561,2,Yes,12,Excellent,Low,0,7,5,Good,4,2,0,3
38.0,No,Travel_Rarely,Sales,9.0,Bachelor,Marketing,Medium,Male,Medium,Staff,Sales Representative,Medium,Married,2899,12102,0,No,19,Excellent,Very High,1,3,3,Better,2,2,1,2
37.0,No,Travel_Rarely,Sales,2.0,Master,Marketing,Medium,Female,High,Officer,Sales Executive,Medium,Married,4779,3698,1,Yes,20,Outstanding,Low,0,8,2,Better,8,7,7,5
41.0,No,Travel_Frequently,Sales,1.0,Bachelor,Marketing,High,Female,High,Officer,Sales Executive,Low,Divorced,4103,4297,0,No,17,Excellent,Very High,1,10,2,Better,9,3,1,7
37.0,Yes,Travel_Rarely,Research & Development,14.0,Master,Other,High,Male,Medium,Staff,Laboratory Technician,Medium,Divorced,3743,10074,1,Yes,24,Outstanding,Very High,1,5,2,Bad,4,2,0,2
37.0,Yes,Travel_Rarely,Sales,19.0,College,Marketing,High,Male,Medium,Staff,Sales Representative,Medium,Married,2413,18798,1,Yes,18,Excellent,High,3,1,2,Better,1,0,0,0
58.0,No,Travel_Rarely,Sales,10.0,Master,Medical,Very High,Male,High,Manager,Sales Executive,High,Single,13872,24409,0,No,13,Excellent,High,0,38,1,Good,37,10,1,8
48.0,No,Non-Travel,Research & Development,1.0,Master,Medical,Low,Male,Very High,Manager,Manager,Very High,Single,16885,16154,2,No,22,Outstanding,High,0,27,3,Good,5,4,2,1
52.0,No,Travel_Rarely,Research & Development,8.0,Bachelor,Medical,Very High,Male,Medium,Assistant Manager,Manufacturing Director,High,Married,7969,19609,2,Yes,14,Excellent,High,0,28,4,Better,5,4,0,4
53.0,No,Travel_Rarely,Sales,1.0,Below College,Medical,Very High,Female,High,Officer,Sales Executive,Low,Single,8381,7507,7,No,20,Outstanding,Very High,0,18,2,Best,14,7,8,10
49.0,No,Travel_Rarely,Research & Development,8.0,College,Medical,High,Female,Medium,Officer,Laboratory Technician,Low,Married,4789,23070,4,No,25,Outstanding,Low,1,10,3,Better,3,2,1,2
37.0,Yes,Travel_Frequently,Sales,1.0,Bachelor,Technical Degree,Low,Male,High,Staff,Sales Representative,High,Married,2909,15747,3,No,15,Excellent,Very High,1,5,3,Best,3,2,1,2
37.0,No,Travel_Frequently,Research & Development,2.0,Bachelor,Life Sciences,Very High,Male,Medium,Staff,Laboratory Technician,Very High,Married,3867,14222,1,Yes,12,Excellent,Medium,1,2,2,Better,2,2,2,2
51.0,Yes,Travel_Rarely,Research & Development,4.0,Master,Life Sciences,Low,Male,High,Staff,Research Scientist,High,Married,2461,10332,9,Yes,12,Excellent,High,3,18,2,Best,10,0,2,7
